"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"FRA","France","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",12.5337326107267,,
"FRA","France","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",12.4625917899834,,
"FRA","France","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",12.4179058802363,,
"FRA","France","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",12.3955783832926,,
"FRA","France","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",12.3806890206834,,
"FRA","France","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",12.4302684613225,,
"FRA","France","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",12.5193677701766,,
"FRA","France","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",12.6041315466891,,
"FRA","France","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",12.7053416137687,,
"FRA","France","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",12.3773255558949,,
"FRA","France","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",12.2146608071124,,
"FRA","France","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",12.0584242942502,,
"FRA","France","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",11.9443343955982,,
"FRA","France","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",11.8673673274869,,
"FRA","France","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",11.8127482031288,,
"FRA","France","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",11.7787153398402,,
"FRA","France","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",11.7506886695238,,
"FRA","France","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",11.7825648184417,,
"FRA","France","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",11.8505672467432,,
"FRA","France","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",11.9160962031874,,
"FRA","France","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",11.9994940334892,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",10.7765776958675,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",10.5733725796401,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",10.4763321045424,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",10.3617085943479,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",10.2234283148648,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",10.1059919852221,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",10.0057096935379,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",9.91039414244044,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",9.82333513187676,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",9.74722035522719,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",9.65359166235113,,
"DEU","Germany","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",9.5510510416465,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",11.7270159003856,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",11.5916675257958,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",11.4831371650876,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",11.3533625799521,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",11.2276423116497,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",11.2515809043432,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",11.2932216309057,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",11.1940638416539,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",11.0525221601768,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",10.9177841121885,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",10.7733446623588,,
"DEU","Germany","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",10.628572611894,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",11.2427261887141,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",11.0703395868758,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",10.9683747606148,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",10.8470362396066,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",10.7156762705323,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",10.6694110740894,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",10.6405739235445,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",10.5435607389574,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",10.4298073857039,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",10.3248340250446,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",10.2060844141681,,
"DEU","Germany","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",10.0826704875521,,
"GRC","Greece","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",10.5729736677126,,
"GRC","Greece","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",10.3589931658335,,
"GRC","Greece","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",10.1880709904758,,
"GRC","Greece","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",10.0297486518892,,
"GRC","Greece","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",9.85998643244787,,
"GRC","Greece","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",9.71434096505515,,
"GRC","Greece","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",9.61495866723859,,
"GRC","Greece","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",9.56582399669545,,
"GRC","Greece","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",9.56644734555313,,
"GRC","Greece","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",9.59495768913566,,
"GRC","Greece","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",9.63046546688419,,
"GRC","Greece","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",9.68779105555661,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",11.529703103649,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",11.2718307290173,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",11.1099413186374,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",10.9740841508507,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",10.820922674484,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",10.698797247584,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",10.6698509442546,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",10.7257416034564,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",10.8522767084552,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",11.0369217450567,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",11.1673436080901,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",11.2451108842391,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",11.0424333605722,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",10.80605858675,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",10.638369725333,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",10.4896131026778,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",10.3267457216788,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",10.1916359321139,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",10.126229054546,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",10.1283450672958,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",10.1905202118686,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",10.2959133650401,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",10.3782860500307,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",10.4455566229851,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",11.5722661830761,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",11.4162395158234,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",11.2778872211278,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",11.1188194644066,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",10.9222952880084,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",10.7000828596922,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",10.4608857395719,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",10.2473134825334,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",10.0705175158908,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",9.89148480168708,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",9.73365338960904,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",9.66777554525138,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",13.3683058268777,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",13.2317790821167,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",13.1089639837367,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",12.9149518448521,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",12.6733530726649,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",12.4137362219316,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",12.1331730567965,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",11.8707643692623,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",11.6536466830548,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",11.4373426113335,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",11.2426738374452,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",11.1467696244469,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",12.4254551490897,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",12.2793213335229,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",12.1491509787342,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",11.9738811450384,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",11.7563573421324,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",11.5169777583619,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",11.2586720271579,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",11.0224603285932,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",10.8274139829857,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",10.6316232022828,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",10.4567794987422,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",10.3767157887322,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",14.4917725803288,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",14.4335868634463,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",14.3714373314478,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",14.2334884470249,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",14.0921824523548,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",13.9516374020293,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",13.8137162926078,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",13.6649672939757,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",13.5094085865671,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",13.335875994057,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",13.114028452483,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",12.9841500782576,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",14.9423347398031,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",15.0349279279842,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",15.0460517320672,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",14.9123023106863,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",14.7248639236268,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",14.5083860721419,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",14.2464425276824,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",13.9297945696633,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",13.5661968704916,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",13.2549800150361,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",13.0252301996393,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",12.891019568642,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",14.7184037428783,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",14.7355420346007,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",14.7098898426368,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",14.5739321664304,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",14.4095986608793,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",14.2313900694642,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",14.031928689612,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",13.7993995323225,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",13.538424027988,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",13.2943936897808,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",13.0684764041019,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",12.9363824515533,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",13.4313625423213,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",12.467724535255,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",12.1065433781289,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",11.9083734085508,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",11.8773916968086,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",11.8021036518346,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",11.7815708900479,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",11.8513839126354,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",12.1152646615235,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",12.250703646884,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",12.3593877395027,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",12.3074071527203,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",13.6072224105852,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",12.8740906212095,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",12.5642577615904,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",12.5096505843278,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",12.5500589158697,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",12.5939393834798,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",12.4761244825373,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",12.5601891315144,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",12.8223939957236,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",12.8723637267505,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",13.0075345629876,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",13.0641701617252,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",13.5187055835836,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",12.6694030542387,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",12.3332252867353,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",12.2062492456122,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",12.2102965488737,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",12.1936000931783,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",12.1254402009285,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",12.2022163843847,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",12.465516371681,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",12.5586610250217,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",12.6804465666407,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",12.6820726893959,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",9.46748196625353,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",9.42583707496196,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",9.39375445725207,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",9.33614481680574,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",9.26442364158257,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",9.20910176082527,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",9.16071886873624,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",9.1154210329067,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",9.09793905253989,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",9.11419001095781,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",9.15415062659185,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",9.21577764623898,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",10.6038255700505,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",10.5828338109787,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",10.5582592401295,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",10.4992105644415,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",10.4290379303573,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",10.3887523596679,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",10.3832761949063,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",10.4088164790736,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",10.438333990934,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",10.4467161332008,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",10.4647505549213,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",10.5047419501612,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",10.017592619866,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",9.98581567939837,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",9.95755977327134,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",9.89958717073673,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",9.82886341453419,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",9.78121903152634,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",9.75426855295547,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",9.7441506114087,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",9.75034477220851,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",9.76318786911775,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",9.79266504926198,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",9.84394836539932,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",9.37665921213748,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",9.2568116092904,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",9.17652006206407,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",9.131825575252,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",9.10317373064495,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",9.05797950430085,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",9.09289754032811,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",9.1297615097045,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",9.15205408785934,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",9.14835710928918,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",9.05087677705151,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",8.95400232038621,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",10.3557698557225,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2011","2011",10.2466660967453,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2012","2012",10.1760564043899,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2013","2013",10.1451945721424,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2014","2014",10.1383680888834,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2015","2015",10.0814339985076,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2016","2016",10.1415963535503,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2017","2017",10.1920404781499,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2018","2018",10.2314980076787,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2019","2019",10.2322499697613,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2020","2020",10.043445936493,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",9.94577939984292,,
"JPN","Japan","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2010","2010",9.85320936512884,,
